"DataMessageGUID","SensorID","Sensor Name","Date","Value","Formatted Value","Battery","Raw Data","Sensor State","GatewayID","Alert Sent","Signal Strength","Voltage"
"ca21cd88-c7b7-4310-a39b-249c8ba5b088","687589","CO2 Meter - 1","11/17/2022 11:39 AM","300","CO2 Instantaneous: 300 ppm; CO2 TWA: 71 ppm","100","300|71|0|48424","0","964010","False","100","3.12"
"1fa0649d-0899-4fc9-9a57-d2019b7f1c81","687589","CO2 Meter - 1","11/17/2022 11:24 AM","337","CO2 Instantaneous: 337 ppm; CO2 TWA: 61 ppm","100","337|61|0|48424","0","964010","False","100","3.12"
"2581ea18-6df7-4693-b331-a3556bce359d","687589","CO2 Meter - 1","11/17/2022 11:09 AM","390","CO2 Instantaneous: 390 ppm; CO2 TWA: 56 ppm","100","390|56|0|48424","0","964010","False","100","3.12"
"e02ac5ee-7a58-463c-9634-e3423e20d5c4","687589","CO2 Meter - 1","11/17/2022 10:54 AM","339","CO2 Instantaneous: 339 ppm; CO2 TWA: 43 ppm","100","339|43|0|48424","0","964010","False","100","3.12"
"801586a0-d760-4684-a7ac-4ecb97db22c9","687589","CO2 Meter - 1","11/17/2022 10:39 AM","328","CO2 Instantaneous: 328 ppm; CO2 TWA: 38 ppm","100","328|38|0|48424","0","964010","False","100","3.12"
"5a1cf3a4-b5fd-4922-a368-00697673c0c4","687589","CO2 Meter - 1","11/17/2022 10:24 AM","290","CO2 Instantaneous: 290 ppm; CO2 TWA: 27 ppm","100","290|27|0|48424","0","964010","False","100","3.12"
"c7ae1791-ba51-4670-aaa9-ffdbd73967d7","687589","CO2 Meter - 1","11/17/2022 10:09 AM","188","CO2 Instantaneous: 188 ppm; CO2 TWA: 21 ppm","100","188|21|0|48424","0","964010","False","100","3.12"
"38411054-0029-4cd7-8662-1c668e3cb34b","687589","CO2 Meter - 1","11/17/2022 9:54 AM","227","CO2 Instantaneous: 227 ppm; CO2 TWA: 15 ppm","100","227|15|0|48424","0","964010","False","100","3.12"
"80494d93-f322-4565-b1f2-358e2c6d9141","687589","CO2 Meter - 1","11/17/2022 9:39 AM","251","CO2 Instantaneous: 251 ppm; CO2 TWA: 11 ppm","100","251|11|0|48424","0","964010","False","100","3.12"
"3901b635-d122-42c6-9931-975ec1a81fac","687589","CO2 Meter - 1","11/17/2022 9:24 AM","108","CO2 Instantaneous: 108 ppm; CO2 TWA: 2 ppm","100","108|2|0|48424","0","964010","False","100","3.12"
"9443e3c6-4dc0-4145-a819-dd76b0b41c67","687589","CO2 Meter - 1","11/17/2022 9:09 AM","15","CO2 Instantaneous: 15 ppm; CO2 TWA: 15 ppm","100","15|15|0|48424","0","964010","False","100","3.12"
"aaaa29c1-b11e-4b26-a244-295ee8f983e6","687589","CO2 Meter - 1","11/17/2022 8:54 AM","0","CO2 Instantaneous: 0 ppm; CO2 TWA: 0 ppm","100","0|0|0|48424","0","964010","False","100","3.11"
"08f225a2-2b75-4fe7-b0d6-51f127102c34","687589","CO2 Meter - 1","11/17/2022 8:39 AM","0","CO2 Instantaneous: 0 ppm; CO2 TWA: 0 ppm","100","0|0|0|48424","0","964010","False","100","3.12"
